,id,px,py
0,0,1545.2074354684216,1095.2492774066693
1,0,1522.553754161703,1126.5280099460078
2,0,1522.553754161703,1126.5280099460078
3,0,1492.3965610751557,1146.201749322517
4,0,1492.3965610751557,1146.201749322517
5,0,1467.1063308201594,1179.194753860682
6,0,1467.1063308201594,1179.194753860682
7,0,1449.043307342339,1221.1091529878981
8,0,1449.043307342339,1221.1091529878981
9,0,1429.045039180904,1261.802918649934
10,0,1429.045039180904,1261.802918649934
11,0,1402.655137205845,1292.9918987288415
12,0,1402.655137205845,1292.9918987288415
13,0,1377.3227399218756,1319.6214538053462
14,0,1377.3227399218756,1319.6214538053462
15,0,1356.1682074493592,1355.4057598700633
16,0,1356.1682074493592,1355.4057598700633
17,0,1324.2211349623349,1369.1378863504685
18,0,1324.2211349623349,1369.1378863504685
19,0,1289.0604910302325,1353.1170721226913
20,0,1289.0604910302325,1353.1170721226913
21,0,1254.344820215887,1335.6243175407822
22,0,1254.344820215887,1335.6243175407822
23,0,1218.7292162381548,1323.417982891533
24,0,1218.7292162381548,1323.417982891533
25,0,1181.868575256434,1339.0618367839686
26,0,1181.868575256434,1339.0618367839686
27,0,1143.107089009679,1355.4775618381532
28,0,1143.107089009679,1355.4775618381532
29,0,1108.1140035331523,1373.9127172571407
30,0,1108.1140035331523,1373.9127172571407
31,0,1076.9337051725195,1397.6881440858124
32,0,1076.9337051725195,1397.6881440858124
33,0,1039.8611193895579,1377.1258553492494
34,0,1039.8611193895579,1377.1258553492494
35,0,1024.5766811669318,1360.1087888086456
36,0,1024.5766811669318,1360.1087888086456
37,0,1024.8762890015512,1368.9045299525822
38,0,1024.8762890015512,1368.9045299525822
39,0,1009.9990955034577,1338.6400002184116
40,0,1009.9990955034577,1338.6400002184116
41,0,996.0750987835494,1312.9438707321767
42,0,996.0750987835494,1312.9438707321767
43,0,981.6240142054182,1338.3886933294596
44,0,981.6240142054182,1338.3886933294596
45,0,981.6240142054182,1338.3886933294596
46,0,981.6240142054182,1338.3886933294596
47,0,981.6240142054182,1338.3886933294596
48,0,981.6240142054182,1338.3886933294596
49,0,981.6240142054182,1338.3886933294596
50,0,981.6240142054182,1338.3886933294596
51,0,981.6240142054182,1338.3886933294596
52,0,981.6240142054182,1338.3886933294596
53,0,981.6240142054182,1338.3886933294596
54,0,981.6240142054182,1338.3886933294596
55,0,981.6240142054182,1338.3886933294596
56,0,981.6240142054182,1338.3886933294596
57,0,981.6240142054182,1338.3886933294596
58,0,981.6240142054182,1338.3886933294596
59,0,981.6240142054182,1338.3886933294596
60,0,981.6240142054182,1338.3886933294596
61,0,981.6240142054182,1338.3886933294596
62,0,981.6240142054182,1338.3886933294596
63,0,981.6240142054182,1338.3886933294596
64,0,981.6240142054182,1338.3886933294596
65,0,981.6240142054182,1338.3886933294596
66,0,981.6240142054182,1338.3886933294596
67,0,981.6240142054182,1338.3886933294596
68,0,981.6240142054182,1338.3886933294596
69,0,981.6240142054182,1338.3886933294596
70,0,981.6240142054182,1338.3886933294596
71,0,981.6240142054182,1338.3886933294596
72,0,981.6240142054182,1338.3886933294596
73,0,981.6240142054182,1338.3886933294596
74,0,981.6240142054182,1338.3886933294596
75,0,981.6240142054182,1338.3886933294596
76,0,981.6240142054182,1338.3886933294596
77,0,981.6240142054182,1338.3886933294596
78,0,981.6240142054182,1338.3886933294596
79,0,981.6240142054182,1338.3886933294596
80,0,981.6240142054182,1338.3886933294596
81,0,981.6240142054182,1338.3886933294596
82,0,981.6240142054182,1338.3886933294596
83,0,981.6240142054182,1338.3886933294596
84,0,981.6240142054182,1338.3886933294596
85,0,981.6240142054182,1338.3886933294596
86,0,981.6240142054182,1338.3886933294596
87,0,981.6240142054182,1338.3886933294596
88,0,981.6240142054182,1338.3886933294596
89,0,981.6240142054182,1338.3886933294596
90,0,981.6240142054182,1338.3886933294596
91,0,981.6240142054182,1338.3886933294596
92,0,981.6240142054182,1338.3886933294596
93,0,981.6240142054182,1338.3886933294596
94,0,981.6240142054182,1338.3886933294596
95,0,981.6240142054182,1338.3886933294596
96,0,981.6240142054182,1338.3886933294596
97,0,981.6240142054182,1338.3886933294596
98,0,981.6240142054182,1338.3886933294596
99,0,981.6240142054182,1338.3886933294596
100,0,981.6240142054182,1338.3886933294596
101,0,981.6240142054182,1338.3886933294596
102,0,981.6240142054182,1338.3886933294596
103,0,981.6240142054182,1338.3886933294596
104,0,981.6240142054182,1338.3886933294596
105,0,981.6240142054182,1338.3886933294596
106,0,981.6240142054182,1338.3886933294596
107,0,981.6240142054182,1338.3886933294596
108,0,981.6240142054182,1338.3886933294596
109,0,981.6240142054182,1338.3886933294596
110,0,981.6240142054182,1338.3886933294596
111,0,981.6240142054182,1338.3886933294596
112,0,981.6240142054182,1338.3886933294596
113,0,981.6240142054182,1338.3886933294596
114,0,981.6240142054182,1338.3886933294596
115,0,981.6240142054182,1338.3886933294596
116,0,981.6240142054182,1338.3886933294596
117,0,981.6240142054182,1338.3886933294596
118,0,981.6240142054182,1338.3886933294596
119,0,981.6240142054182,1338.3886933294596
120,0,981.6240142054182,1338.3886933294596
